address,name,type,comment
0x003fd18a,cssc_coolant_temp_min,word,running min coolant temp (CSSC thermostat)
0x003fd18c,cssc_coolant_temp_max,word,running max coolant temp (CSSC thermostat)
0x003fd18e,cssc_coolant_snapshot_taken_flag,byte,one-shot coolant snapshot guard
0x003fd190,cssc_coolant_precheck_dwell_count,word,dwell before CSSC coolant snapshot
0x003fd1a2,boost_corr_crank_diag_done_flag,word,one-shot boost-correction crank-phase diag guard
0x003fd1aa,cam_sync_startup_eval_done_flag,byte,one-shot cam-sync startup eval guard
0x003fd1ab,cam_sync_startup_delay_count,byte,pre-delay countdown before cam-sync startup eval
0x003fd1bc,cold_start_battery_voltage_baseline_a,word,battery voltage baseline at cold-start state 4
0x003fd1be,cold_start_battery_voltage_baseline_b,word,battery voltage baseline at cold-start state 6
0x003fd1c6,cold_start_battery_diag_suppress_done_flag,byte,one-shot battery diag-suppress guard
0x003fd1c7,cam_sync_sample_ratio_dwell_count,word,dwell before cam-sync sample-ratio eval
0x003fd1c9,cold_start_battery_voltage_snapshot,word,battery voltage baseline for cold-start delta test
0x003fd1ce,protection_eval_mode_active_prev,byte,prev protection mode bit (edge detect)
0x003fd1cf,protection_eval_elapsed_done_flag,byte,protection eval elapsed-count done flag
0x003fd1d4,fuel_correction_ramp_locked_flag,word,fuel-correction ramp direction locked
0x003fd1dc,cam_sync_validation_dwell_counter,word,cam-sync validation state-1 dwell
0x003fd1e2,hpcr_battery_dwell_counter,word,battery dwell counter (timeout->flag)
0x003fd1e4,cam_timing_monitor_eval_cycle_count,word,cam-timing monitor eval cycle counter
0x003fd1e7,cam_timing_monitor_inhibit_flag,byte,cam-timing monitor was-inhibited latch
0x003fd1f4,hpcr_pressure_diag_sample_sum_state3,word,HPCR pressure diag state-3 sample sum
0x003fd1ff,cbd_cylinder_injection_enable_array,byte,per-cylinder CBD injection enable array base
0x003fee9c,protection_fuel_temp_integration_active_flag,word,fuel-temp integration active gate
0x003fee9e,protection_fuel_temp_integration_accumulator,dword,fuel-temp protection integration accumulator
0x003fd20b,cbd_cylinder_timing_accept_threshold,word,CBD cylinder timing acceptance threshold
0x003fd227,fault_aging_governor_dwell_count,word,dwell before fault aging triggers
0x003fd230,cam_sync_validation_j1939_coolant_snapshot,word,J1939 coolant snapshot for cam-sync cross-validation
0x003fd244,cam_sync_oiltemp_agree_count,word,cam-sync oil-temp agreement count
0x003fd246,cam_sync_oiltemp_qualify_dwell_count,word,cam-sync oil-temp qualify dwell
0x003fd248,cam_sync_fault_detection_enable_flag,word,cam-sync per-cylinder fault detection enable
0x003fd266,cssc_injection_diag_cycle_count,word,CSSC injection diagnostic cycle count
0x003fd278,hpcr_oil_pressure_monitoring_active_flag,word,HPCR oil-pressure monitoring active gate
0x003feeb8,hpcr_oil_pressure_revolution_count,dword,HPCR oil-pressure revolution accumulator
0x003fd2dc,sensor_cal_write_dirty_flag,word,sensor cal RAM dirty flag (copy mismatch)
0x003fd2de,sensor_cal_session_state_prev,word,prev diagnostic session state (protection module)
0x003fd410,j1939_periodic_queue0_current_tick,word,current tick for J1939 diag queue 0
