function_address,function_name,first_use_address,new_variable_name,type,comment
# =============================================================================
# J90350.00 Local Variable Definitions
# Created: 2024-12-18
# Updated: 2024-12-19 - Converted to index-based format for stable matching
# Format: function_address,function_name,first_use_address,new_variable_name,type,comment
#
# first_use_address can be:
#   - An index (0-99) which auto-discovers the variable at that position
#   - An actual address (0x...) for stable matching after discovery
# =============================================================================

# -----------------------------------------------------------------------------
# CAN Message Response Functions
# -----------------------------------------------------------------------------
0x000222b4,canDiagnosticResponseSender,0x222d0,can_msg_id,uint,CAN message identifier
0x000222b4,canDiagnosticResponseSender,0x222da,msg_length,ushort,Message length in bytes
0x000222b4,canDiagnosticResponseSender,0x222e6,data_ptr,byte*,Pointer to message data buffer
0x000222b4,canDiagnosticResponseSender,0x222e6,service_id,byte,Diagnostic service identifier
0x000222b4,canDiagnosticResponseSender,0x222e6,param_byte1,byte,First parameter byte from request
0x000222b4,canDiagnosticResponseSender,0x222e6,param_byte2,byte,Second parameter byte from request
0x000222b4,canDiagnosticResponseSender,0x222e6,lookup_result,char,Memory address lookup result
0x000222b4,canDiagnosticResponseSender,0x222f2,return_code,uint,Function return code

# -----------------------------------------------------------------------------
# Diagnostic Memory Read Functions
# -----------------------------------------------------------------------------
0x0002238e,diagMemoryReadResponseBuilder,0x223a2,first_byte,char,First byte of data pointer
0x0002238e,diagMemoryReadResponseBuilder,0x223be,node_address,byte,Node address from lookup
0x0002238e,diagMemoryReadResponseBuilder,0x223fe,validation_result,uint,Address validation result
0x0002238e,diagMemoryReadResponseBuilder,0x2240c,response_header,j1939_header_t*,Response message header
0x0002238e,diagMemoryReadResponseBuilder,0x2244a,loop_counter,int,Loop iteration counter
0x0002238e,diagMemoryReadResponseBuilder,0x2244c,source_ptr,byte*,Source memory pointer
0x0002238e,diagMemoryReadResponseBuilder,0x2244e,dest_ptr,byte*,Destination buffer pointer

# -----------------------------------------------------------------------------
# Array and Math Functions
# -----------------------------------------------------------------------------
0x00010520,arrayRangeSum,0x10528,sum,short,Accumulated sum of array elements

# -----------------------------------------------------------------------------
# Table Interpolation Functions
# -----------------------------------------------------------------------------
0x00034f8a,coreTableInterpolation,0x34f89,weight_factor,ushort,Interpolation weight factor
0x00034f8a,coreTableInterpolation,0x34f96,table_ptr,uint*,Pointer to table data
0x00034f8a,coreTableInterpolation,0x34f98,result,int,Interpolation result value

0x00035088,twoDimensionalTableInterpolation,0x35087,row_ptr,short*,Pointer to current row
0x00035088,twoDimensionalTableInterpolation,0x35087,col_ptr,short*,Pointer to current column
0x00035088,twoDimensionalTableInterpolation,0x35087,x_weight,ushort,X-axis interpolation weight
0x00035088,twoDimensionalTableInterpolation,0x35094,y_weight,ushort,Y-axis interpolation weight
0x00035088,twoDimensionalTableInterpolation,0x3509a,row_index,uint,Current row index

# -----------------------------------------------------------------------------
# Engine Configuration PGN Builder
# -----------------------------------------------------------------------------
0x0003320e,engineConfigurationPGNBuilder,0x3323a,pgn_data,uint,PGN data buffer
0x0003320e,engineConfigurationPGNBuilder,0x33256,msg_length,ushort,Message length
0x0003320e,engineConfigurationPGNBuilder,0x3327e,engine_type,byte,Engine type code
0x0003320e,engineConfigurationPGNBuilder,0x332b2,turbo_type,byte,Turbo configuration code
0x0003320e,engineConfigurationPGNBuilder,0x332e0,fuel_type,byte,Fuel type code

# -----------------------------------------------------------------------------
# Throttle Based Fuel Demand Interpolator
# -----------------------------------------------------------------------------
0x0001de58,throttleBasedFuelDemandInterpolator,0x1de58,throttle_pos,ushort,Throttle position value
0x0001de58,throttleBasedFuelDemandInterpolator,0x1dea6,rpm_index,ushort,RPM table index
0x0001de58,throttleBasedFuelDemandInterpolator,0x1ded6,fuel_demand,int,Calculated fuel demand
0x0001de58,throttleBasedFuelDemandInterpolator,0x1deea,load_factor,ushort,Engine load factor
0x0001de58,throttleBasedFuelDemandInterpolator,0x1df00,temp_comp,short,Temperature compensation

# -----------------------------------------------------------------------------
# Diagnostic Memory Handlers
# -----------------------------------------------------------------------------
0x0001edae,diagnosticMemoryReadHandler,0x1edad,service_type,byte,Diagnostic service type
0x0001edae,diagnosticMemoryReadHandler,0x1edae,address_high,ushort,High word of memory address
0x0001edae,diagnosticMemoryReadHandler,0x1edc0,address_low,ushort,Low word of memory address
0x0001edae,diagnosticMemoryReadHandler,0x1ede2,read_length,int,Number of bytes to read
0x0001edae,diagnosticMemoryReadHandler,0x1edec,buffer_ptr,byte*,Read buffer pointer

0x0001ec3c,diagnosticMemoryWriteHandler,0x1ec3b,service_type,byte,Diagnostic service type
0x0001ec3c,diagnosticMemoryWriteHandler,0x1ec54,address_high,ushort,High word of memory address
0x0001ec3c,diagnosticMemoryWriteHandler,0x1ec58,address_low,ushort,Low word of memory address
0x0001ec3c,diagnosticMemoryWriteHandler,0x1ec58,write_length,int,Number of bytes to write

# -----------------------------------------------------------------------------
# Output Driver Strobe Controller
# -----------------------------------------------------------------------------
0x000159ee,outputDriverStrobeController,0x15b98,channel_mask,ushort,Output channel enable mask
0x000159ee,outputDriverStrobeController,0x15bba,strobe_timing,ushort,Strobe pulse timing value
0x000159ee,outputDriverStrobeController,0x15bc2,channel_index,int,Current channel index
0x000159ee,outputDriverStrobeController,0x15bca,output_state,byte,Current output driver state

# -----------------------------------------------------------------------------
# Fuel Demand Limit Orchestrator
# -----------------------------------------------------------------------------
0x00023244,fuelDemandLimitOrchestrator,0x232a0,base_demand,ushort,Base fuel demand value
0x00023244,fuelDemandLimitOrchestrator,0x23320,max_limit,ushort,Maximum fuel demand limit
0x00023244,fuelDemandLimitOrchestrator,0x23360,limited_demand,int,Limited fuel demand output
0x00023244,fuelDemandLimitOrchestrator,0x23396,temp_factor,short,Temperature limiting factor

# -----------------------------------------------------------------------------
# Build CAN Message
# -----------------------------------------------------------------------------
0x0003258a,buildCanMessage,0x325f2,msg_id,uint,CAN message identifier
0x0003258a,buildCanMessage,0x325f8,data_length,ushort,Data payload length
0x0003258a,buildCanMessage,0x325fa,data_buffer,byte*,Pointer to data buffer
0x0003258a,buildCanMessage,0x32600,priority,byte,Message priority (0-7)
