featureID,subFeatureID,parameterID
"1","0","15343"
"1","0","21181"
"1","0","21651"
"1","0","24021"
"11","0","10090"
"11","0","10100"
"11","0","10870"
"11","0","10880"
"11","0","20611"
"11","0","21491"
"17","0","12410"
"17","0","12420"
"17","0","12790"
"17","0","20601"
"20","0","20091"
"20","0","22911"
"21","0","10020"
"21","0","11470"
"23","0","11350"
"23","0","12490"
"23","0","14130"
"23","0","14210"
"23","0","20651"
"23","0","20661"
"23","0","21301"
"26","0","11430"
"26","0","11440"
"32","0","10170"
"32","0","20081"
"32","20071","12910"
"33","0","10030"
"33","0","20001"
"36","0","13550"
"36","0","13560"
"36","0","13570"
"36","0","13580"
"36","0","13930"
"36","13320","13620"
"36","13330","13630"
"36","13340","13640"
"36","13350","13650"
"36","13360","13660"
"36","13370","13670"
"36","13380","13680"
"36","13390","13690"
"36","13400","13700"
"36","13410","13710"
"36","13420","13720"
"36","13430","13730"
"36","13440","13740"
"36","13450","13750"
"36","13460","13760"
"36","13470","13770"
"36","13480","13780"
"36","13490","13790"
"36","13510","13810"
"36","13540","13840"
"39","0","10270"
"39","0","10280"
"39","0","10290"
"39","0","10860"
"39","0","14700"
"42","0","21841"
"43","0","10110"
"43","0","10120"
"43","0","10130"
"43","0","11390"
"43","0","11570"
"43","0","11790"
"43","0","11810"
"43","0","11820"
"43","0","21391"
"43","0","21401"
"43","0","22551"
"43","0","24011"
"43","20101","11680"
"43","20101","11690"
"43","20101","11700"
"43","20101","11710"
"43","20101","11720"
"43","20101","11730"
"43","21381","11830"
"44","0","12280"
"44","0","12290"
"44","0","12300"
"44","0","12310"
"44","0","12830"
"44","0","12840"
"44","0","12850"
"44","0","12860"
"44","0","12870"
"44","0","12880"
"44","0","12920"
"44","0","12925"
"44","0","21791"
"54","0","11450"
"54","0","13600"
"54","0","14050"
"54","0","14250"
"55","0","10210"
"55","0","10220"
"56","23051","3001"
"56","23051","3002"
"56","23051","3003"
"56","23051","3004"
"56","23061","1001"
"56","23061","1003"
"56","23061","1005"
"56","23061","1006"
"56","23071","1009"
"56","23071","1010"
"56","23071","1011"
"56","23081","2001"
"56","23081","2002"
"56","23081","2003"
"56","23081","2004"
"56","23081","2005"
"56","23081","2006"
"56","23081","2010"
"56","23081","3005"
"56","23091","2007"
"56","23091","5001"
"56","23091","5002"
"56","23091","5003"
"56","23091","5005"
"56","23091","5006"
"56","23091","5007"
"56","23091","5015"
"56","25051","4001"
"56","25051","4003"
"56","25051","4004"
"56","25051","4005"
"56","25051","4006"
"56","25051","4010"
"9","0","10000"
"9","0","10050"
"9","0","10060"
"9","0","10070"
"9","0","10200"
"9","0","10890"
"9","0","10900"
"9","0","11420"
"9","0","12800"
"9","0","13050"
"9","0","22051"
"90","0","14520"
