featureID,subFeatureID,parameterID
"10","0","111021"
"10","0","12900"
"11","0","10090"
"11","0","10100"
"11","0","10870"
"11","0","10880"
"11","0","20611"
"11","0","21491"
"12","0","14650"
"12","0","14660"
"124","25641","10960"
"124","25641","10990"
"124","25641","11020"
"124","25641","11030"
"124","25641","12530"
"124","25651","10970"
"124","25651","11000"
"124","25651","11040"
"124","25651","11050"
"124","25651","12540"
"124","25661","10980"
"124","25661","11010"
"124","25661","11060"
"124","25661","11070"
"124","25661","12550"
"17","0","11580"
"17","0","14670"
"20","0","199195"
"20","0","21411"
"20","20091","22911"
"27","0","13120"
"27","0","13130"
"27","0","13140"
"27","0","13150"
"27","0","13850"
"27","0","13860"
"27","0","13980"
"27","0","22251"
"28","0","12560"
"31","0","10030"
"31","0","10640"
"31","0","11750"
"31","0","20001"
"31","0","22581"
"32","0","10170"
"34","0","10130"
"34","0","10940"
"34","0","10950"
"34","0","11460"
"34","0","11470"
"34","0","11480"
"34","0","11490"
"34","0","11500"
"34","0","11510"
"34","0","11520"
"36","0","13330"
"36","0","13350"
"36","0","13440"
"36","0","13450"
"36","0","13460"
"36","0","13510"
"36","0","13520"
"36","0","13530"
"36","0","13540"
"36","0","13550"
"36","0","13560"
"36","0","13570"
"36","0","13630"
"36","0","13650"
"36","0","13740"
"36","0","13750"
"36","0","13760"
"36","0","13810"
"36","0","13820"
"36","0","13830"
"36","0","13840"
"39","0","10270"
"39","0","10290"
"39","0","10800"
"39","0","10860"
"39","0","12260"
"51","0","13310"
"51","0","199194"
"51","0","21181"
"51","0","21821"
"55","0","10210"
"56","23051","3001"
"56","23051","3002"
"56","23051","3003"
"56","23051","3004"
"56","23061","1001"
"56","23061","1003"
"56","23061","1005"
"56","23061","1006"
"56","23071","1009"
"56","23071","1010"
"56","23071","1011"
"56","23081","2001"
"56","23081","2002"
"56","23081","2003"
"56","23081","2004"
"56","23081","2005"
"56","23081","2006"
"56","23081","2010"
"56","23081","3005"
"56","23091","2007"
"56","23091","5001"
"56","23091","5002"
"56","23091","5003"
"56","23091","5005"
"56","23091","5006"
"56","23091","5007"
"56","25051","4001"
"56","25051","4003"
"56","25051","4004"
"56","25051","4005"
"56","25051","4006"
"56","25051","4010"
"6","0","25601"
"7","0","12620"
