featureID,subFeatureID,parameterID
"10","0","111021"
"11","0","10090"
"11","0","10870"
"11","0","10880"
"11","0","20611"
"11","0","21491"
"125","0","11610"
"125","0","11611"
"125","0","11612"
"131","0","14080"
"14","23261","12160"
"14","23261","12170"
"14","23261","12180"
"14","23271","12050"
"14","23271","12060"
"14","23271","12070"
"14","23281","12120"
"14","23281","12130"
"14","23281","12140"
"14","23281","12150"
"17","0","11580"
"17","0","12410"
"17","0","12424"
"17","0","14360"
"17","0","15450"
"17","0","20601"
"17","0","21251"
"2","0","15170"
"20","0","20091"
"20","0","21171"
"20","0","22911"
"23","0","14210"
"23","0","14344"
"23","0","20661"
"23","0","21301"
"23","14590","14340"
"23","20651","14600"
"26","0","11430"
"26","0","11440"
"3","0","14180"
"32","0","10170"
"32","0","15432"
"32","0","15536"
"32","0","20472"
"32","0","22991"
"32","15430","15431"
"32","20071","12910"
"32","22081","14260"
"32","22081","14270"
"32","22081","14280"
"35","0","22801"
"35","0","22811"
"35","0","22821"
"36","13320","13620"
"36","13330","13630"
"36","13340","13640"
"36","13350","13650"
"36","13360","13660"
"36","13370","13670"
"36","13380","13680"
"36","13390","13690"
"36","13400","13700"
"36","13410","13710"
"36","13420","13720"
"36","13430","13730"
"36","13440","13740"
"36","13460","13760"
"36","13470","13770"
"36","13480","13780"
"36","13490","13790"
"36","13510","13810"
"36","13540","13840"
"39","0","10280"
"39","0","10290"
"39","0","10860"
"39","0","14230"
"39","0","14370"
"43","0","11570"
"43","0","22981"
"43","20011","10110"
"43","20011","10120"
"43","20011","10130"
"43","20011","11390"
"43","20011","11680"
"43","20011","11690"
"43","20011","11700"
"43","20011","11710"
"43","20011","11720"
"43","20011","11730"
"43","20011","11790"
"43","20011","11810"
"43","20011","11820"
"43","20011","15460"
"43","20011","15461"
"43","20011","22551"
"43","20011","22621"
"43","20011","22971"
"44","0","12280"
"44","0","12290"
"44","0","12300"
"44","0","12310"
"44","0","12830"
"44","0","12840"
"44","0","12850"
"44","0","12860"
"44","0","12870"
"44","0","12880"
"44","0","12920"
"44","0","12925"
"44","0","20621"
"44","0","21791"
"46","20211","10000"
"46","20211","10890"
"46","20211","10900"
"46","20211","13590"
"47","0","22161"
"52","0","111024"
"52","0","14150"
"52","0","14170"
"52","0","14330"
"55","0","10210"
"55","0","10220"
"55","0","12940"
"55","0","12950"
"56","23051","3001"
"56","23051","3002"
"56","23051","3003"
"56","23051","3004"
"56","23051","3005"
"56","23061","1001"
"56","23061","1003"
"56","23061","1005"
"56","23061","1006"
"56","23071","1009"
"56","23071","1010"
"56","23071","1011"
"56","23081","2001"
"56","23081","2002"
"56","23081","2003"
"56","23081","2004"
"56","23081","2005"
"56","23081","2006"
"56","23081","2010"
"56","23091","2007"
"56","23091","5002"
"56","23091","5005"
"56","23091","5006"
"56","23091","5007"
"56","23091","5015"
"56","23091","5017"
"56","23091","5018"
"56","25051","4001"
"56","25051","4003"
"56","25051","4004"
"56","25051","4005"
"56","25051","4006"
"56","25051","4010"
"57","0","10020"
"57","0","10070"
"57","0","14290"
"57","0","14310"
"57","0","14320"
"57","0","15480"
"62","0","10030"
"62","0","20001"
"65","0","14640"
"68","0","10790"
"68","0","11450"
"68","0","13923"
"68","0","14250"
"7","0","12620"
"7","0","22581"
"73","0","14350"
"76","0","12540"
"76","0","15260"
"78","0","12620"
"90","0","14520"
"94","0","23301"
