featureID,subFeatureID,parameterID
"1","0","14480"
"1","0","21181"
"11","0","10090"
"11","0","10870"
"11","0","10880"
"11","0","20611"
"11","0","21491"
"11","0","25201"
"17","0","11540"
"17","0","12000"
"17","0","12420"
"17","0","12790"
"17","0","20601"
"17","0","21251"
"17","0","21631"
"20","0","20091"
"20","0","21171"
"20","0","25151"
"21","0","11470"
"23","0","12490"
"23","0","14200"
"23","0","14210"
"23","0","20651"
"23","0","20661"
"23","0","21301"
"26","0","11430"
"26","0","11440"
"32","0","10170"
"32","0","12910"
"32","0","20071"
"32","0","22991"
"33","0","10030"
"33","0","20001"
"35","0","22801"
"35","0","22811"
"35","0","22821"
"36","0","13550"
"36","0","13560"
"36","0","13570"
"36","0","13580"
"36","0","13930"
"36","13320","13620"
"36","13330","13630"
"36","13340","13640"
"36","13350","13650"
"36","13360","13660"
"36","13370","13670"
"36","13380","13680"
"36","13390","13690"
"36","13400","13700"
"36","13410","13710"
"36","13420","13720"
"36","13430","13730"
"36","13440","13740"
"36","13460","13760"
"36","13470","13770"
"36","13480","13780"
"36","13490","13790"
"36","13510","13810"
"36","13540","13840"
"36","14460","14470"
"39","0","10280"
"39","0","10290"
"39","0","10860"
"39","0","14230"
"39","0","14700"
"43","0","10110"
"43","0","10120"
"43","0","10130"
"43","0","11390"
"43","0","11570"
"43","0","11790"
"43","0","11810"
"43","0","11820"
"43","0","11830"
"43","0","22551"
"43","0","22621"
"43","0","22961"
"43","0","22971"
"43","0","22981"
"43","0","24061"
"43","20101","11680"
"43","20101","11690"
"43","20101","11700"
"43","20101","11710"
"43","20101","11720"
"43","20101","11730"
"44","0","12280"
"44","0","12290"
"44","0","12300"
"44","0","12310"
"44","0","12830"
"44","0","12840"
"44","0","12850"
"44","0","12860"
"44","0","12870"
"44","0","12880"
"44","0","12920"
"44","0","12925"
"44","0","21791"
"47","0","22161"
"55","0","10210"
"55","0","10220"
"55","0","11160"
"55","0","15160"
"56","23051","3001"
"56","23051","3002"
"56","23051","3003"
"56","23051","3004"
"56","23061","1001"
"56","23061","1003"
"56","23061","1005"
"56","23061","1006"
"56","23071","1009"
"56","23071","1010"
"56","23071","1011"
"56","23081","2001"
"56","23081","2002"
"56","23081","2003"
"56","23081","2004"
"56","23081","2005"
"56","23081","2006"
"56","23081","2010"
"56","23081","3005"
"56","23091","2007"
"56","23091","5002"
"56","23091","5005"
"56","23091","5006"
"56","23091","5007"
"56","23091","5015"
"56","23091","5017"
"56","23091","5018"
"56","25051","4001"
"56","25051","4003"
"56","25051","4004"
"56","25051","4005"
"56","25051","4006"
"56","25051","4010"
"63","0","14350"
"65","0","15320"
"66","0","14240"
"66","0","21641"
"66","0","23241"
"66","0","23261"
"66","0","23271"
"68","0","10760"
"68","0","11450"
"68","0","14250"
"68","0","15310"
"7","0","12620"
"7","0","22581"
"77","0","25191"
"9","0","10000"
"9","0","10020"
"9","0","10060"
"9","0","10070"
"9","0","10890"
"9","0","10900"
"9","0","14220"
"9","0","14290"
"9","0","14300"
"9","0","22051"
"90","0","14520"
