ParameterID,DependentParameters
13430,"13730,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13560,13570,13580,13930,14460,14470"
13440,"13740,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13560,13570,13580,13930,14460,14470"
13460,"13760,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13560,13570,13580,13930,14460,14470"
13470,"13770,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13560,13570,13580,13930,14460,14470"
13480,"13780,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13490,13790,13510,13810,25771,13540,13840,13550,13560,13570,13580,13930,14460,14470"
13490,"13790,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13510,13810,25771,13540,13840,13550,13560,13570,13580,13930,14460,14470"
13510,"13810,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,25771,13540,13840,13550,13560,13570,13580,13930,14460,14470"
13540,"13840,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13550,13560,13570,13580,13930,14460,14470"
13550,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13560,13570,13580,13930,14460,14470"
13560,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13570,13580,13930,14460,14470"
13570,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13560,13580,13930,14460,14470"
13580,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13560,13570,13930,14460,14470"
13620,
13630,
13640,
13650,
13660,
13670,
13680,
13690,
13700,
13710,
13720,
13730,
13740,
13760,
13770,
13780,
13790,
13810,
13840,
13930,"22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13560,13570,13580,14460,14470"
14200,
14210,
14220,"10000,10090,14240,11440,11430,10020,10060,10070,14300,14290,20021,10870,10880,12420,11570,20051,10170,12910,20071,22991,20061,22051,20601,20611,21491,25201"
14230,
14240,
14250,"11450"
14290,
14300,
14350,
14460,"14470,22351,13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13560,13570,13580,13930"
14470,
14480,
14520,
14700,"10280,10290"
15160,
15310,"22981"
15320,
20001,
20011,"10110,10130,10120,11390,11680,11690,11700,11710,11720,11820,11570,11730,11790,11810,11830,15310,22981,20101,22551,22621,22961,22971,24061"
20021,"10090,10000,11440,11430,14240,10870,10880,12420,11570,14220,10020,10060,10070,14300,14290,20601,20611,21491,25201,20051,10170,12910,20071,22991,20061,22051"
20051,"10170,12910,20071,22991"
20061,"11430,11440,10000,10090,14240,14220,10020,10060,10070,14300,14290,20021,10870,10880,12420,11570,20601,20611,21491,25201,20051,10170,12910,20071,22991,22051"
20071,"12910"
20091,
20101,
20131,"10280,10290,10860,14230,14700"
20221,"20091,21171,25151"
20601,
20611,
20651,"14200"
20661,
20761,"15320"
21171,
21181,
21221,
21251,
21301,
21491,
21631,"12000"
21641,"23271"
21781,"12280,12290,12830,12840,12850,12925,12920,12300,12310,12860,12870,12880,21791"
21791,
22051,"14300"
22151,
22221,"12490,14200,14210,20651,20661,21301"
22261,"24011"
22351,"13320,13620,13330,13630,13340,13640,13350,13650,13360,13660,13370,13670,13380,13680,13390,13690,13400,13700,13410,13710,13420,13720,13430,13730,13440,13740,13460,13760,13470,13770,13480,13780,13490,13790,13510,13810,25771,13540,13840,13550,13560,13570,13580,13930,14460,14470"
22551,
22571,"12620,22581"
22581,
22621,
22801,
22811,
22821,
22961,"11830,11390,10110,10130,10120,11680,11690,11700,11710,11720,11820"
22971,
22981,"15310"
22991,
23241,"14240,23261"
23261,"14240"
23271,
24011,"22261"
24051,"14520"
24061,
25151,
25161,
25181,
25191,
25201,
25771,
