# Hardware/state functions
# Scheduler common task - called every phase (40 phases per cycle)
# CM848 equivalent: phase_common_processing
# Periodic task sets - CM848 equivalent: periodicTaskGroup*
# Utility functions - matched with CM848 naming
# Math utility functions
# CM848 equivalent: mathMultiplyDivide32
address,name
0x00003640,cm550_huffmanTreeBuilder
0x00003792,cm550_huffmanDecompress
0x00003836,cm550_huffmanDecompressMain
0x00003870,cm550_busyWaitDelayLoop
0x0000388a,mc68k_portPinTestSequence2
0x0000395a,cm550_FUN_0000395a
0x000039a8,mc68k_tpuAndQadcVerification
0x00003a94,mc68k_hardwareInitAndStartup
0x00003abe,mc68k_FUN_00003abe
0x00003c20,cm550_ramClearWithWatchdog
0x0000ac3c,cm550_FUN_0000ac3c
0x0000af70,cm550_FUN_0000af70
0x0000b130,cm550_writeHourMeterConversionData
0x0000b210,cm550_outputControlTimingGenerator
0x0000b2aa,cm550_rpm_system_state_controller
0x0000b3b2,cm550_shutdownMinimumSelector21
0x0000b3d0,cm550_FUN_0000b3d0
0x0000b4ce,cm550_fuelDemandLimitMinimumUpdater
0x0000b4f2,cm550_engineStateFuelLimitInterpolator
0x0000b5e4,cm550_dmaControllerSetup1
0x0000b614,cm550_rpmParameterPointerSetup
0x0000b63e,cm550_dmaDescriptorSetup2
0x0000b666,cm550_initFuelSystemOutputDriver
0x0000b688,cm550_FUN_0000b688
0x0000b6e8,cm550_diagnosticMessageQueueWrite
0x0000b7bc,validateServiceDataLength
0x0000bcf0,cm550_initADCChannelConfiguration
0x0000c180,cm550_fuelTimingTransitionStateMachine
0x0000c246,cm550_fuelTimingModeInit
0x0000c24c,cm550_diagnosticDataBufferSetup
0x0000c2a0,cm550_shutdownMinimumSelector16
0x0000c2be,cm550_diagnosticTimingIncrementController
0x0000c2ee,cm550_FUN_0000c2ee
0x0000c326,vp44RpmBasedFaultDetector
0x0000c404,cm550_FUN_0000c404
0x0000c496,cm550_FUN_0000c496
0x0000c4b2,cm550_FUN_0000c4b2
0x0000c504,cm550_fuelModeTransitionCountdownHandler
0x0000c556,cm550_FUN_0000c556
0x0000c582,timingProtectionFlagsOrchestrator
0x0000c658,cm550_phase2_slot_5_handler
0x0000c66a,cm550_rpmHistogramAndProtectionStatisticsAccumulator
0x0000c714,cm550_fuelParameterPointerSetup
0x0000c742,cm550_shutdownMinimumSelector15
0x0000c760,mc68k_tpuTimerInitializer
0x0000c80c,cm550_emptyStubFunction1
0x0000c80e,cm550_modeBasedDataDispatcher
0x0000c87c,cm550_FUN_0000c87c
0x0000c87e,cm550_FUN_0000c87e
0x0000c880,cm550_FUN_0000c880
0x0000c8a0,cm550_dzgTimingAndPressureControlStateMachine
0x0000c962,cm550_engine_speed_governor
0x0000d0e2,cm550_diagnosticDataCopyHandler
0x0000d0fc,cm550_fuelDeliverySystemInit
0x0000d18a,cm550_diagnosticStatus30Setter
0x0000d1a4,cm550_diagnosticStatus2Initializer
0x0000d218,cm550_diagnosticState2Initializer
0x0000d23c,cm550_dualTableLookupSum
0x0000d280,cm550_interpolationTableSetup
0x0000d286,cm550_initAcControlSystem
0x0000d2be,cm550_acceleratorThrottleFaultDetector
0x0000d3b2,cm550_FUN_0000d3b2
0x0000d3bc,cm550_fuelArbitratorInit
0x0000d3c6,cm550_initDerateSystemPointers
0x0000d3e6,cm550_diagnosticMode10FuelController
0x0000d4ae,cm550_FUN_0000d4ae
0x0000d584,cm550_diagnosticState7Setter
0x0000d59e,cm550_fuelBlendTablePointerSetup
0x0000d5e6,cm550_initBoostProtectionSystem
0x0000d610,updateEngineSyncStatus
0x0000e780,cm550_clearKickdownControlState
0x0000e97e,vp44ControlVariablesReset
0x0000e998,cm550_FUN_0000e998
0x0000eaec,vp44_insiteParameterTableIterator
0x0000eba4,cm550_diagnosticMessageTransmissionManager
0x0000ec1e,cm550_activeParamReadFunction
0x0000ed34,cm550_diagnosticCodeTableSearch
0x0000ed64,insiteCommandByteDispatcher
0x0000f716,cm550_FUN_0000f716
0x0000f796,cm550_paramSystemModeController
0x0000f8c6,cm550_param_lookup_1
0x0000f930,cm550_param_lookup_3
0x0000f99a,cm550_FUN_0000f99a
0x0000f99c,cm550_FUN_0000f99c
0x0000fa06,vp44State2TransitionHandler
0x0000fa68,vp44_FUN_0000fa68
0x0000faa6,cm550_calculateGovernorDroopSpeed
0x0000fb26,vp44_fuelLimitExceedanceStatisticsAccumulator
0x0000fbe4,vp44_fuelSourceOilPressureConditionChecker
0x0000ff48,cm550_FUN_0000ff48
0x0000ff56,cm550_initFuelArbitratorThreshold5
0x0000ff6c,cm550_ioControlBasedFuelCalculator
0x000100da,cm550_throttleTablePointerSetup
0x0001011c,cm550_bufferDecreasingPatternCheck
0x000101b8,cm550_bufferThresholdValidator
0x0001025c,cm550_retarderModeThresholdCalculator
0x00010394,cm550_canBusTimingInit
0x000103ba,cm550_sendCanSingleFrame
0x000104e8,cm550_sendCanMessage
0x00010512,cm550_sendJ1939MultiFrameWrapper
0x00010520,cm550_arrayRangeSum
